id,carat,cut,color,clarity,depth,table,x,y,z
1461,0.33,Ideal,H,VVS1,61.8,55.0,4.42,4.44,2.74
1462,0.31,Ideal,D,SI1,62.6,56.0,4.36,4.33,2.72
1463,1.14,Ideal,F,VVS1,61.6,57.0,6.71,6.76,4.15
1464,0.5,Very Good,G,VS1,61.0,59.0,5.09,5.14,3.12
1465,1.04,Premium,G,SI2,60.6,59.0,6.6,6.56,3.99
1466,1.01,Premium,D,SI2,61.8,60.0,6.41,6.37,3.95
1467,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0
1468,0.4,Very Good,I,SI1,59.8,57.0,4.8,4.83,2.88
1469,0.77,Good,E,SI2,64.1,56.0,5.84,5.77,3.72
1470,1.0,Very Good,E,SI2,58.7,59.0,6.5,6.58,3.84
1471,0.72,Ideal,I,VVS1,61.4,57.0,5.77,5.8,3.55
1472,2.07,Ideal,H,SI2,61.9,55.0,8.15,8.23,5.07
1473,0.5,Very Good,F,VS2,62.8,57.0,5.05,5.08,3.18
1474,0.3,Ideal,E,VS1,62.2,54.0,4.28,4.3,2.67
1475,0.9,Very Good,G,VS1,62.4,55.0,6.11,6.17,3.83
1476,0.77,Ideal,I,SI1,61.5,56.0,5.9,5.93,3.64
1477,1.34,Premium,H,VS2,62.3,60.0,7.05,7.02,4.38
1478,0.71,Ideal,D,SI1,61.3,57.0,5.74,5.78,3.53
1479,1.51,Premium,G,VS1,62.2,58.0,7.35,7.29,4.55
1480,0.85,Very Good,E,VS2,60.2,60.0,6.09,6.14,3.68
1481,0.38,Premium,D,VVS2,60.8,55.0,4.71,4.67,2.85
1482,0.73,Premium,D,SI1,62.5,59.0,5.75,5.68,3.57
1483,0.54,Very Good,H,VS2,62.6,58.0,5.16,5.19,3.24
1484,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87
1485,0.34,Ideal,D,VS2,61.4,56.0,4.5,4.53,2.77
1486,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5
1487,1.13,Ideal,E,VS2,62.0,54.0,6.66,6.7,4.14
1488,1.12,Premium,H,SI2,61.0,59.0,6.72,6.66,4.08
1489,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98
1490,1.08,Ideal,G,SI2,61.3,57.0,6.55,6.64,4.04
1491,0.34,Premium,H,VVS1,61.5,60.0,4.49,4.45,2.75
1492,0.3,Very Good,G,VVS1,61.9,59.0,4.28,4.31,2.66
1493,0.68,Good,F,VS1,60.0,60.8,5.67,5.71,3.41
1494,0.3,Ideal,E,VS2,62.0,55.0,4.31,4.27,2.66
1495,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6
1496,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52
1497,0.32,Good,F,VVS2,62.5,61.0,4.32,4.38,2.72
1498,1.51,Very Good,H,SI1,58.5,59.0,7.48,7.6,4.41
1499,0.35,Ideal,G,VVS2,61.9,57.0,4.49,4.52,2.79
1500,2.22,Premium,J,SI2,61.8,58.0,8.42,8.31,5.17
1501,0.36,Premium,I,VS1,60.3,60.0,4.64,4.58,2.78
1502,1.23,Good,I,SI1,60.7,61.0,6.91,6.93,4.2
1503,0.3,Premium,E,VS2,61.8,58.0,4.36,4.31,2.68
1504,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64
1505,1.01,Premium,F,SI2,63.0,60.0,6.35,6.28,3.98
1506,0.31,Ideal,E,VS1,61.7,56.0,4.41,4.37,2.71
1507,0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75
1508,0.9,Ideal,G,SI1,61.6,58.0,6.16,6.21,3.81
1509,1.25,Good,G,VS1,63.4,55.0,6.87,6.92,4.37
1510,0.3,Ideal,E,VVS2,61.6,58.0,4.28,4.33,2.65
1511,0.32,Ideal,E,VS1,61.6,57.0,4.35,4.39,2.69
1512,0.54,Ideal,F,VS1,62.2,55.0,5.23,5.25,3.26
1513,1.2,Premium,H,SI1,59.3,60.0,7.0,6.92,4.13
1514,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99
1515,0.82,Ideal,J,VS2,61.6,56.0,6.0,6.04,3.71
1516,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09
1517,0.54,Premium,E,VS2,59.6,59.0,5.32,5.26,3.16
1518,2.01,Ideal,H,SI2,62.3,57.0,8.1,8.04,5.03
1519,2.32,Ideal,I,SI2,62.0,57.0,8.49,8.45,5.25
1520,0.3,Premium,I,SI1,60.9,59.0,4.34,4.36,2.65
1521,1.2,Ideal,E,VS2,61.3,56.0,6.89,6.84,4.21
1522,0.52,Ideal,D,SI1,60.0,56.0,5.24,5.19,3.13
1523,0.51,Very Good,G,VS2,62.7,58.0,5.09,5.12,3.2
1524,1.41,Very Good,H,VS2,62.5,58.0,7.08,7.12,4.44
1525,1.23,Good,H,SI1,63.7,59.0,6.76,6.71,4.29
1526,1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29
1527,1.03,Very Good,D,SI2,63.3,58.0,6.38,6.42,4.05
1528,1.01,Good,D,SI1,58.4,62.0,6.48,6.5,3.79
1529,1.11,Premium,G,SI1,62.7,57.0,6.62,6.5,4.11
1530,0.52,Ideal,G,VVS2,62.1,57.0,5.13,5.15,3.19
1531,0.22,Premium,F,SI1,61.7,60.0,3.9,3.85,2.39
1532,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98
1533,1.65,Very Good,G,SI2,62.2,58.0,7.55,7.62,4.72
1534,1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28
1535,0.3,Premium,E,VS2,59.9,59.0,4.33,4.38,2.61
1536,0.9,Premium,G,VS2,61.1,58.0,6.22,6.25,3.81
1537,0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46
1538,1.01,Ideal,D,VVS2,61.5,57.0,6.43,6.48,3.97
1539,0.33,Premium,G,VVS1,61.2,60.0,4.44,4.42,2.71
1540,1.08,Good,E,SI1,63.1,59.0,6.49,6.53,4.11
1541,0.55,Ideal,G,VS1,61.5,57.0,5.23,5.28,3.23
1542,1.01,Ideal,G,VS2,61.9,56.0,6.41,6.45,3.98
1543,0.72,Ideal,H,SI1,62.2,58.0,5.72,5.76,3.57
1544,1.24,Ideal,H,SI2,62.0,56.0,6.9,6.87,4.27
1545,0.4,Very Good,F,SI2,62.1,57.0,4.7,4.74,2.93
1546,0.32,Ideal,G,IF,61.0,57.0,4.41,4.44,2.7
1547,0.7,Good,F,SI2,64.1,58.0,5.58,5.53,3.56
1548,0.36,Ideal,D,SI1,60.3,56.0,4.65,4.61,2.79
1549,0.59,Ideal,D,SI1,62.5,55.0,5.4,5.42,3.38
1550,1.01,Good,D,VS2,64.0,58.0,6.3,6.24,4.01
1551,0.38,Ideal,E,VVS2,62.0,57.0,4.61,4.62,2.86
1552,0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55
1553,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01
1554,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94
1555,0.32,Premium,G,IF,59.4,59.0,4.51,4.48,2.67
1556,0.73,Ideal,F,VVS2,61.7,54.0,5.82,5.76,3.57
1557,0.52,Very Good,H,SI1,62.6,55.0,5.12,5.16,3.22
1558,0.71,Ideal,I,SI1,61.0,56.0,5.75,5.78,3.52
1559,2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15
1560,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6
1561,1.05,Premium,G,VS1,61.6,58.0,6.51,6.48,4.0
1562,0.32,Premium,G,SI1,59.6,60.0,4.46,4.43,2.65
1563,0.56,Ideal,F,VS2,62.7,55.0,5.32,5.27,3.32
1564,0.67,Ideal,G,IF,61.6,55.0,5.61,5.65,3.47
1565,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92
1566,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54
1567,1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24
1568,0.71,Premium,G,VS1,60.9,58.0,5.77,5.73,3.5
1569,1.05,Ideal,J,SI2,61.6,57.0,6.55,6.51,4.02
1570,0.7,Ideal,D,VS1,62.6,58.0,5.64,5.67,3.54
1571,0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28
1572,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71
1573,0.34,Ideal,H,IF,61.9,53.0,4.5,4.52,2.79
1574,0.52,Premium,D,SI1,62.0,60.0,5.18,5.11,3.19
1575,1.23,Ideal,F,SI2,62.1,57.0,6.83,6.8,4.23
1576,1.78,Very Good,F,SI1,60.6,57.0,7.89,7.94,4.8
1577,0.91,Ideal,H,VS2,62.6,57.0,6.2,6.23,3.89
1578,0.44,Premium,E,VS2,62.3,59.0,4.81,4.91,3.03
1579,0.43,Premium,E,SI2,62.7,55.0,4.87,4.83,3.04
1580,1.0,Fair,D,SI2,65.0,56.0,6.27,6.23,4.06
1581,0.76,Premium,E,SI2,61.3,59.0,5.85,5.83,3.58
1582,1.52,Premium,H,VS2,60.6,61.0,7.46,7.42,4.51
1583,0.53,Premium,G,VS2,59.9,60.0,5.24,5.28,3.15
1584,1.16,Premium,F,VS2,62.7,58.0,6.71,6.65,4.19
1585,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56
1586,0.38,Ideal,E,VS1,62.1,57.0,4.62,4.65,2.88
1587,1.07,Good,E,SI2,60.0,62.0,6.57,6.62,3.96
1588,1.01,Ideal,J,VS1,61.2,57.0,6.45,6.49,3.96
1589,1.28,Ideal,E,VS1,61.7,57.0,6.93,6.97,4.29
1590,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02
1591,1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19
1592,0.58,Fair,G,VS1,64.7,60.0,5.23,5.28,3.41
1593,1.56,Premium,J,VS1,61.3,59.0,7.54,7.49,4.61
1594,1.39,Very Good,E,VS1,60.9,61.0,7.15,7.19,4.37
1595,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94
1596,1.24,Ideal,H,VS1,63.0,55.0,6.84,6.81,4.3
1597,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0
1598,1.27,Very Good,J,VS2,61.8,60.0,6.9,6.94,4.28
1599,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83
1600,0.7,Ideal,F,VS1,60.7,58.0,5.72,5.75,3.48
1601,0.37,Ideal,G,VS2,62.2,57.0,4.59,4.64,2.87
1602,0.51,Good,D,SI1,63.4,59.0,5.07,5.02,3.2
1603,0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41
1604,0.75,Very Good,H,SI2,62.2,58.0,5.77,5.83,3.61
1605,1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39
1606,0.7,Premium,H,VVS1,58.3,60.0,5.83,5.8,3.39
1607,0.7,Good,J,SI2,58.7,58.0,5.74,5.85,3.4
1608,0.55,Very Good,D,VS2,59.8,57.0,5.31,5.35,3.19
1609,0.41,Good,I,VS1,63.7,57.0,4.72,4.67,2.99
1610,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65
1611,0.31,Premium,F,VS2,60.8,60.0,4.37,4.34,2.65
1612,1.1,Ideal,G,VVS2,61.6,56.0,6.62,6.69,4.1
1613,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96
1614,1.45,Premium,H,VS1,60.6,60.0,7.27,7.16,4.37
1615,0.41,Ideal,H,SI1,62.9,55.0,4.82,4.75,3.01
1616,1.02,Ideal,G,VS1,61.5,55.0,6.49,6.52,4.0
1617,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37
1618,0.77,Ideal,H,SI1,61.3,56.0,5.87,5.91,3.61
1619,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.52,2.75
1620,1.13,Ideal,G,VS2,61.9,56.0,6.68,6.71,4.14
1621,0.4,Ideal,F,VS1,61.3,57.0,4.74,4.78,2.92
1622,0.97,Ideal,H,SI2,61.6,56.0,6.39,6.36,3.93
1623,0.44,Ideal,D,VS1,62.3,55.0,4.84,4.88,3.03
1624,1.0,Premium,G,VS1,62.4,59.0,6.4,6.35,3.98
1625,0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5
1626,0.33,Ideal,F,IF,61.5,55.0,4.44,4.47,2.74
1627,1.03,Very Good,G,SI1,63.1,57.0,6.45,6.41,4.06
1628,1.03,Premium,F,VVS1,59.7,60.0,6.63,6.57,3.94
1629,0.81,Ideal,E,SI2,61.8,56.0,6.0,5.97,3.7
1630,0.47,Ideal,G,VVS1,61.6,56.0,4.99,5.05,3.09
1631,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83
1632,0.42,Ideal,H,SI1,62.4,57.0,4.79,4.76,2.98
1633,0.7,Good,F,VVS1,63.3,56.0,5.64,5.7,3.59
1634,0.7,Very Good,F,VVS2,63.2,58.0,5.66,5.6,3.56
1635,0.76,Ideal,H,VVS1,61.9,54.0,5.87,5.9,3.64
1636,0.25,Very Good,E,VVS1,57.7,62.0,4.16,4.19,2.41
1637,2.1,Fair,G,SI2,65.2,56.0,7.97,7.93,5.19
1638,0.9,Good,D,SI2,63.5,62.0,6.09,6.13,3.88
1639,0.8,Good,F,SI1,63.8,59.0,5.87,5.83,3.73
1640,0.3,Ideal,F,VVS2,61.8,55.0,4.33,4.35,2.68
1641,1.0,Good,D,SI1,64.1,57.0,6.32,6.29,4.04
1642,1.06,Ideal,J,VS2,61.4,56.0,6.55,6.6,4.04
1643,0.59,Ideal,E,VVS1,60.7,57.0,5.41,5.45,3.29
1644,0.85,Premium,G,SI2,62.0,58.0,6.08,6.04,3.76
1645,0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89
1646,1.12,Ideal,I,VS2,61.2,54.0,6.74,6.77,4.13
1647,0.51,Ideal,G,VS2,61.6,56.0,5.13,5.18,3.18
1648,1.01,Very Good,F,SI1,60.7,58.0,6.4,6.51,3.92
1649,0.52,Ideal,H,VS2,62.0,57.0,5.12,5.08,3.16
1650,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.4,2.72
1651,2.03,Ideal,I,SI1,62.9,57.0,8.06,8.02,5.06
1652,1.03,Ideal,H,SI2,60.8,56.0,6.56,6.47,3.96
1653,1.0,Very Good,E,SI2,63.5,56.0,6.38,6.31,4.03
1654,0.75,Ideal,J,VS1,61.9,56.0,5.81,5.85,3.61
1655,1.21,Ideal,G,VS2,61.5,56.0,6.83,6.88,4.22
1656,0.51,Ideal,H,IF,62.0,54.0,5.14,5.18,3.2
1657,1.05,Ideal,H,SI2,61.2,57.0,6.59,6.54,4.02
1658,0.31,Premium,F,SI1,60.5,60.0,4.39,4.37,2.65
1659,1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5
1660,0.34,Premium,D,SI1,62.0,59.0,4.48,4.42,2.76
1661,0.77,Premium,F,VS1,62.7,58.0,5.82,5.88,3.67
1662,0.78,Good,E,SI1,57.9,62.0,6.06,6.03,3.5
1663,1.59,Ideal,H,SI1,61.5,57.0,7.53,7.59,4.65
1664,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17
1665,0.7,Ideal,H,VVS2,61.5,56.0,5.74,5.71,3.52
1666,0.39,Premium,D,VS2,61.3,58.0,4.7,4.73,2.89
1667,0.37,Very Good,E,VS2,61.1,57.0,4.63,4.66,2.84
1668,1.27,Ideal,E,SI2,60.8,57.0,7.0,7.02,4.26
1669,1.05,Fair,J,SI2,65.8,59.0,6.41,6.27,4.18
1670,0.31,Ideal,E,VS2,61.4,54.0,4.38,4.41,2.7
1671,0.91,Premium,E,VS2,62.3,58.0,6.21,6.15,3.85
1672,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87
1673,0.52,Very Good,E,SI1,63.3,57.0,5.11,5.13,3.24
1674,0.51,Ideal,H,IF,62.1,55.0,5.14,5.2,3.21
1675,0.7,Good,I,VS1,64.3,58.0,5.56,5.61,3.59
1676,0.4,Ideal,G,VS2,60.9,58.0,4.76,4.79,2.91
1677,1.01,Ideal,D,SI1,61.4,59.0,6.4,6.44,3.94
1678,0.35,Very Good,E,SI1,62.7,57.0,4.47,4.52,2.82
1679,0.71,Good,I,VS1,64.2,57.0,5.62,5.57,3.59
1680,1.54,Ideal,H,SI1,61.1,56.0,7.47,7.42,4.56
1681,1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9
1682,1.01,Very Good,G,I1,63.1,60.0,6.42,6.25,3.99
1683,1.01,Good,E,SI2,58.5,61.0,6.51,6.61,3.84
1684,0.71,Premium,F,VS1,62.7,58.0,5.71,5.67,3.57
1685,0.73,Very Good,E,VS2,62.9,58.0,5.7,5.75,3.6
1686,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2
1687,0.34,Very Good,F,VVS2,61.9,57.0,4.48,4.52,2.78
1688,0.41,Premium,G,VS2,59.8,61.0,4.82,4.78,2.87
1689,1.21,Very Good,J,VS2,63.0,57.0,6.73,6.77,4.25
1690,0.36,Ideal,D,SI1,60.6,56.0,4.58,4.63,2.79
1691,0.56,Ideal,I,SI1,61.9,57.0,5.25,5.29,3.26
1692,0.74,Ideal,G,VS1,61.5,56.0,5.79,5.82,3.57
1693,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33
1694,0.73,Very Good,E,SI2,59.3,57.0,5.88,5.95,3.51
1695,0.94,Premium,D,SI1,60.7,60.0,6.32,6.27,3.82
1696,0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71
1697,0.72,Ideal,F,VS1,61.4,56.0,5.75,5.79,3.54
1698,1.01,Ideal,E,SI2,61.6,58.0,6.45,6.5,3.99
1699,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17
1700,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05
1701,0.93,Premium,G,SI2,61.7,60.0,6.25,6.2,3.84
1702,0.9,Premium,F,VS2,62.7,54.0,6.13,6.11,3.84
1703,1.01,Premium,D,SI1,59.2,61.0,6.4,6.34,3.77
1704,0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68
1705,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33
1706,0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74
1707,0.46,Ideal,H,VS2,61.5,55.0,4.98,5.01,3.07
1708,0.7,Premium,G,VS2,61.8,60.0,5.66,5.63,3.49
1709,1.01,Premium,E,VS2,62.1,58.0,6.42,6.34,3.96
1710,1.59,Very Good,I,SI2,61.6,57.0,7.51,7.56,4.64
1711,1.51,Ideal,F,VS1,62.5,57.0,7.33,7.3,4.57
1712,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6
1713,0.32,Ideal,H,VVS2,61.6,55.0,4.43,4.46,2.74
1714,0.7,Premium,G,VS1,62.6,60.0,5.58,5.66,3.52
1715,0.32,Ideal,G,VVS2,60.6,57.0,4.43,4.41,2.68
1716,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72
1717,1.06,Premium,E,VS2,61.3,58.0,6.56,6.52,4.01
1718,0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96
1719,0.7,Very Good,E,VS1,63.6,57.0,5.61,5.65,3.58
1720,0.9,Good,G,VS2,60.8,56.0,6.14,6.19,3.75
1721,0.91,Very Good,H,VS1,60.0,58.0,6.29,6.38,3.8
1722,0.31,Premium,E,SI1,62.7,58.0,4.32,4.35,2.72
1723,1.5,Very Good,I,SI2,62.7,57.0,7.28,7.35,4.59
1724,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74
1725,0.41,Ideal,I,IF,61.1,57.0,4.78,4.81,2.93
1726,0.7,Ideal,J,VS2,61.6,56.0,5.65,5.71,3.5
1727,1.09,Ideal,E,VS2,60.6,58.0,6.66,6.7,4.05
1728,0.29,Very Good,F,VVS2,60.2,58.0,4.29,4.35,2.6
1729,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69
1730,1.02,Fair,D,SI1,70.6,57.0,6.08,6.01,4.27
1731,0.3,Premium,G,VS2,60.6,61.0,4.32,4.29,2.61
1732,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1
1733,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84
1734,0.46,Very Good,G,VS2,61.3,56.0,4.98,5.0,3.06
1735,0.33,Ideal,H,VVS1,61.7,55.0,4.48,4.5,2.77
1736,0.7,Fair,G,VS1,68.5,58.0,5.47,5.34,3.7
1737,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12
1738,1.03,Very Good,H,SI1,63.3,57.0,6.41,6.39,4.05
1739,0.28,Ideal,F,VVS2,62.2,53.0,4.22,4.23,2.63
1740,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88
1741,0.52,Good,D,SI2,61.8,58.0,5.17,5.21,3.21
1742,0.57,Ideal,D,VS1,61.6,55.0,5.33,5.39,3.3
1743,0.59,Ideal,E,SI1,61.1,56.0,5.38,5.44,3.31
1744,0.36,Ideal,E,VS1,61.8,56.0,4.6,4.56,2.83
1745,0.7,Ideal,D,VS2,62.7,57.0,5.65,5.67,3.55
1746,1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91
1747,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22
1748,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56
1749,0.56,Ideal,F,VVS2,62.2,54.3,5.26,5.29,3.28
1750,1.08,Premium,H,VS1,62.5,60.0,6.55,6.51,4.08
1751,1.52,Ideal,F,SI2,61.9,57.0,7.37,7.33,4.55
1752,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02
1753,1.75,Ideal,J,VS2,62.1,56.0,7.74,7.69,4.79
1754,0.34,Ideal,G,VVS2,62.6,54.0,4.47,4.44,2.79
1755,0.51,Good,E,SI1,63.9,56.0,5.07,5.11,3.25
1756,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97
1757,1.55,Premium,I,SI1,62.5,60.0,7.33,7.35,4.59
1758,0.7,Ideal,F,VS1,61.6,55.0,5.75,5.71,3.53
1759,2.01,Good,I,SI2,63.5,60.0,7.86,7.94,5.02
1760,0.73,Ideal,D,SI1,61.4,56.0,5.78,5.82,3.56
1761,0.5,Very Good,G,SI2,58.6,61.0,5.16,5.21,3.04
1762,1.04,Premium,F,SI1,62.8,57.0,6.5,6.43,4.06
1763,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44
1764,1.0,Very Good,F,VS2,62.7,56.0,6.29,6.34,3.96
1765,0.43,Very Good,E,SI1,62.9,56.0,4.8,4.83,3.03
1766,0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56
1767,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71
1768,1.06,Ideal,E,SI2,60.9,57.0,6.58,6.62,4.02
1769,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49
1770,0.42,Ideal,G,VS2,61.6,56.0,4.83,4.82,2.97
1771,1.27,Ideal,J,VS2,62.9,54.0,6.87,6.9,4.33
1772,0.69,Good,D,VVS2,61.5,61.0,5.61,5.65,3.46
1773,1.63,Ideal,J,VS1,61.8,56.0,7.53,7.58,4.67
1774,0.27,Very Good,G,VVS2,62.4,56.0,4.13,4.16,2.58
1775,1.51,Premium,D,SI2,63.0,62.0,7.28,7.23,4.57
1776,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01
1777,0.67,Premium,D,SI2,62.9,56.0,5.65,5.6,3.54
1778,0.34,Ideal,I,VS1,62.4,55.0,4.51,4.47,2.8
1779,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88
1780,0.91,Fair,D,SI1,64.7,61.0,6.06,5.99,3.9
1781,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19
1782,0.38,Good,H,SI2,63.4,57.0,4.58,4.63,2.92
1783,1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02
1784,0.7,Premium,J,VS2,62.0,62.0,5.63,5.59,3.48
1785,0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69
1786,0.9,Very Good,H,VS1,61.5,59.0,6.13,6.19,3.79
1787,0.38,Very Good,E,SI1,58.3,61.0,4.75,4.86,2.8
1788,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19
1789,0.91,Good,H,VS1,57.8,61.0,6.4,6.36,3.69
1790,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8
1791,0.33,Very Good,E,VS2,62.8,56.0,4.4,4.42,2.77
1792,0.71,Ideal,E,VS1,59.7,57.0,5.84,5.86,3.49
1793,0.33,Ideal,G,VS1,62.1,55.0,4.43,4.46,2.76
1794,1.01,Premium,G,SI1,61.0,58.0,6.53,6.49,3.97
1795,1.4,Very Good,G,VS2,62.2,61.0,7.09,7.13,4.42
1796,1.09,Very Good,J,VVS1,63.9,56.0,6.47,6.51,4.15
1797,1.01,Premium,G,VS2,61.2,59.0,6.43,6.37,3.92
1798,0.32,Ideal,D,VS2,62.2,55.0,4.41,4.37,2.73
1799,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76
1800,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79
1801,1.03,Very Good,H,SI2,62.8,59.0,6.41,6.46,4.04
1802,0.72,Ideal,I,VS2,61.2,57.0,5.75,5.79,3.53
1803,0.5,Very Good,D,VS2,62.2,60.0,5.15,5.05,3.17
1804,0.7,Premium,G,VS2,62.9,62.0,5.63,5.57,3.52
1805,0.96,Fair,I,VS2,56.1,60.0,6.62,6.58,3.7
1806,0.41,Premium,G,SI1,59.1,58.0,4.83,4.88,2.87
1807,1.33,Premium,G,VS1,60.2,60.0,7.12,7.2,4.31
1808,0.5,Premium,E,SI1,63.0,61.0,5.07,5.03,3.18
1809,0.32,Very Good,G,VS1,61.8,60.0,4.35,4.36,2.69
1810,0.3,Premium,F,VS1,59.8,60.0,4.39,4.31,2.6
1811,0.25,Very Good,E,VS2,63.3,60.0,4.0,4.03,2.54
1812,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59
1813,0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17
1814,0.31,Ideal,D,VS1,60.6,57.0,4.36,4.39,2.65
1815,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95
1816,1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03
1817,0.73,Ideal,E,VS2,61.9,55.0,5.76,5.8,3.57
1818,1.24,Ideal,F,SI2,60.0,56.0,7.03,7.0,4.21
1819,0.39,Premium,J,VVS1,62.5,58.0,4.67,4.61,2.9
1820,0.41,Premium,G,VS2,60.9,61.0,4.75,4.74,2.89
1821,0.56,Premium,J,SI1,60.3,59.0,5.34,5.3,3.21
1822,0.33,Very Good,G,SI2,59.4,59.0,4.5,4.52,2.68
1823,0.61,Ideal,I,VS2,62.0,54.0,5.44,5.49,3.39
1824,0.55,Ideal,F,VS1,62.0,55.0,5.29,5.26,3.27
1825,1.52,Premium,I,VS1,61.1,58.0,7.44,7.38,4.53
1826,1.5,Premium,J,VVS1,62.3,62.0,7.23,7.16,4.48
1827,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35
1828,0.7,Very Good,D,SI1,63.4,58.0,5.63,5.66,3.58
1829,1.09,Premium,H,VS1,60.2,61.0,6.7,6.66,4.02
1830,0.9,Very Good,D,SI1,61.9,55.0,6.18,6.22,3.84
1831,0.41,Premium,I,VVS2,59.9,58.0,4.87,4.81,2.9
